clone_id	n_seq	freq
1	1	0.03333333333333333
2	1	0.03333333333333333
3	1	0.03333333333333333
4	1	0.03333333333333333
5	1	0.03333333333333333
6	1	0.03333333333333333
7	1	0.03333333333333333
8	1	0.03333333333333333
9	1	0.03333333333333333
10	1	0.03333333333333333
