clone_id	n_seq	freq
266	4	0.004004004004004004
765	3	0.003003003003003003
969	3	0.003003003003003003
22	2	0.002002002002002002
24	2	0.002002002002002002
56	2	0.002002002002002002
84	2	0.002002002002002002
270	2	0.002002002002002002
296	2	0.002002002002002002
300	2	0.002002002002002002
