clone_id	n_seq	freq	cum_freq	rank
2442	20	0.0020008003201280513	0.0020008003201280513	1
6701	11	0.0011004401760704283	0.0031012404961984798	2
2422	8	8.003201280512205e-4	0.0039015606242497	3
9324	8	8.003201280512205e-4	0.004701880752300921	4
7440	7	7.002801120448179e-4	0.005402160864345739	5
5501	6	6.002400960384153e-4	0.006002400960384154	6
6556	6	6.002400960384153e-4	0.006602641056422569	7
9305	6	6.002400960384153e-4	0.007202881152460984	8
2546	5	5.002000800320128e-4	0.007703081232492998	9
3860	5	5.002000800320128e-4	0.00820328131252501	10
3866	5	5.002000800320128e-4	0.008703481392557022	11
5519	5	5.002000800320128e-4	0.009203681472589036	12
8261	5	5.002000800320128e-4	0.009703881552621049	13
425	4	4.0016006402561027e-4	0.010104041616646658	14
565	4	4.0016006402561027e-4	0.01050420168067227	15
625	4	4.0016006402561027e-4	0.01090436174469788	16
764	4	4.0016006402561027e-4	0.011304521808723489	17
1345	4	4.0016006402561027e-4	0.0117046818727491	18
1637	4	4.0016006402561027e-4	0.01210484193677471	19
1651	4	4.0016006402561027e-4	0.012505002000800321	20
2342	4	4.0016006402561027e-4	0.01290516206482593	21
2580	4	4.0016006402561027e-4	0.013305322128851542	22
2618	4	4.0016006402561027e-4	0.013705482192877151	23
2955	4	4.0016006402561027e-4	0.014105642256902761	24
3332	4	4.0016006402561027e-4	0.014505802320928372	25
3491	4	4.0016006402561027e-4	0.014905962384953982	26
3669	4	4.0016006402561027e-4	0.015306122448979593	27
3847	4	4.0016006402561027e-4	0.015706282513005203	28
3865	4	4.0016006402561027e-4	0.016106442577030814	29
4949	4	4.0016006402561027e-4	0.016506602641056422	30
5527	4	4.0016006402561027e-4	0.016906762705082033	31
5779	4	4.0016006402561027e-4	0.017306922769107645	32
7457	4	4.0016006402561027e-4	0.017707082833133256	33
8257	4	4.0016006402561027e-4	0.018107242897158864	34
8285	4	4.0016006402561027e-4	0.018507402961184475	35
8309	4	4.0016006402561027e-4	0.018907563025210086	36
8385	4	4.0016006402561027e-4	0.019307723089235694	37
9313	4	4.0016006402561027e-4	0.019707883153261305	38
122	3	3.0012004801920766e-4	0.020008003201280513	39
135	3	3.0012004801920766e-4	0.02030812324929972	40
473	3	3.0012004801920766e-4	0.020608243297318928	41
514	3	3.0012004801920766e-4	0.020908363345338136	42
1028	3	3.0012004801920766e-4	0.021208483393357343	43
1192	3	3.0012004801920766e-4	0.02150860344137655	44
1368	3	3.0012004801920766e-4	0.02180872348939576	45
2031	3	3.0012004801920766e-4	0.022108843537414966	46
2055	3	3.0012004801920766e-4	0.022408963585434174	47
2113	3	3.0012004801920766e-4	0.02270908363345338	48
2333	3	3.0012004801920766e-4	0.02300920368147259	49
2399	3	3.0012004801920766e-4	0.023309323729491797	50
2467	3	3.0012004801920766e-4	0.023609443777511004	51
2568	3	3.0012004801920766e-4	0.023909563825530212	52
2574	3	3.0012004801920766e-4	0.02420968387354942	53
2599	3	3.0012004801920766e-4	0.024509803921568627	54
2600	3	3.0012004801920766e-4	0.024809923969587835	55
3073	3	3.0012004801920766e-4	0.025110044017607042	56
3336	3	3.0012004801920766e-4	0.02541016406562625	57
3494	3	3.0012004801920766e-4	0.025710284113645458	58
3637	3	3.0012004801920766e-4	0.026010404161664665	59
3638	3	3.0012004801920766e-4	0.026310524209683873	60
3652	3	3.0012004801920766e-4	0.02661064425770308	61
3674	3	3.0012004801920766e-4	0.026910764305722288	62
3685	3	3.0012004801920766e-4	0.027210884353741496	63
3853	3	3.0012004801920766e-4	0.027511004401760703	64
3870	3	3.0012004801920766e-4	0.02781112444977991	65
4199	3	3.0012004801920766e-4	0.02811124449779912	66
4233	3	3.0012004801920766e-4	0.028411364545818326	67
4338	3	3.0012004801920766e-4	0.028711484593837534	68
4950	3	3.0012004801920766e-4	0.029011604641856745	69
5494	3	3.0012004801920766e-4	0.029311724689875952	70
5510	3	3.0012004801920766e-4	0.02961184473789516	71
5526	3	3.0012004801920766e-4	0.029911964785914368	72
5529	3	3.0012004801920766e-4	0.030212084833933575	73
5546	3	3.0012004801920766e-4	0.030512204881952783	74
5547	3	3.0012004801920766e-4	0.03081232492997199	75
5554	3	3.0012004801920766e-4	0.031112444977991198	76
5883	3	3.0012004801920766e-4	0.031412565026010406	77
6333	3	3.0012004801920766e-4	0.03171268507402961	78
6560	3	3.0012004801920766e-4	0.03201280512204882	79
6595	3	3.0012004801920766e-4	0.03231292517006803	80
6605	3	3.0012004801920766e-4	0.032613045218087236	81
6624	3	3.0012004801920766e-4	0.032913165266106444	82
6702	3	3.0012004801920766e-4	0.03321328531412565	83
6768	3	3.0012004801920766e-4	0.03351340536214486	84
6802	3	3.0012004801920766e-4	0.033813525410164066	85
6827	3	3.0012004801920766e-4	0.034113645458183274	86
6833	3	3.0012004801920766e-4	0.03441376550620248	87
6932	3	3.0012004801920766e-4	0.03471388555422169	88
7193	3	3.0012004801920766e-4	0.0350140056022409	89
7439	3	3.0012004801920766e-4	0.035314125650260104	90
7634	3	3.0012004801920766e-4	0.03561424569827931	91
7888	3	3.0012004801920766e-4	0.03591436574629852	92
8157	3	3.0012004801920766e-4	0.03621448579431773	93
8245	3	3.0012004801920766e-4	0.036514605842336935	94
8274	3	3.0012004801920766e-4	0.03681472589035614	95
8421	3	3.0012004801920766e-4	0.03711484593837535	96
8844	3	3.0012004801920766e-4	0.03741496598639456	97
9243	3	3.0012004801920766e-4	0.037715086034413765	98
9346	3	3.0012004801920766e-4	0.03801520608243297	99
21	2	2.0008003201280514e-4	0.03821528611444578	100
163	2	2.0008003201280514e-4	0.03841536614645858	101
164	2	2.0008003201280514e-4	0.03861544617847139	102
206	2	2.0008003201280514e-4	0.038815526210484196	103
208	2	2.0008003201280514e-4	0.039015606242496996	104
210	2	2.0008003201280514e-4	0.0392156862745098	105
211	2	2.0008003201280514e-4	0.03941576630652261	106
256	2	2.0008003201280514e-4	0.03961584633853541	107
263	2	2.0008003201280514e-4	0.03981592637054822	108
431	2	2.0008003201280514e-4	0.040016006402561026	109
439	2	2.0008003201280514e-4	0.040216086434573826	110
475	2	2.0008003201280514e-4	0.040416166466586634	111
551	2	2.0008003201280514e-4	0.04061624649859944	112
560	2	2.0008003201280514e-4	0.04081632653061224	113
569	2	2.0008003201280514e-4	0.04101640656262505	114
589	2	2.0008003201280514e-4	0.041216486594637856	115
590	2	2.0008003201280514e-4	0.04141656662665066	116
596	2	2.0008003201280514e-4	0.041616646658663464	117
601	2	2.0008003201280514e-4	0.04181672669067627	118
620	2	2.0008003201280514e-4	0.04201680672268908	119
631	2	2.0008003201280514e-4	0.04221688675470188	120
655	2	2.0008003201280514e-4	0.04241696678671469	121
719	2	2.0008003201280514e-4	0.042617046818727494	122
735	2	2.0008003201280514e-4	0.042817126850740295	123
750	2	2.0008003201280514e-4	0.0430172068827531	124
757	2	2.0008003201280514e-4	0.04321728691476591	125
772	2	2.0008003201280514e-4	0.04341736694677871	126
799	2	2.0008003201280514e-4	0.04361744697879152	127
855	2	2.0008003201280514e-4	0.043817527010804325	128
868	2	2.0008003201280514e-4	0.044017607042817125	129
876	2	2.0008003201280514e-4	0.04421768707482993	130
878	2	2.0008003201280514e-4	0.04441776710684274	131
943	2	2.0008003201280514e-4	0.04461784713885554	132
964	2	2.0008003201280514e-4	0.04481792717086835	133
979	2	2.0008003201280514e-4	0.045018007202881155	134
1017	2	2.0008003201280514e-4	0.045218087234893956	135
1026	2	2.0008003201280514e-4	0.04541816726690676	136
1035	2	2.0008003201280514e-4	0.04561824729891957	137
1039	2	2.0008003201280514e-4	0.04581832733093237	138
1071	2	2.0008003201280514e-4	0.04601840736294518	139
1085	2	2.0008003201280514e-4	0.046218487394957986	140
1148	2	2.0008003201280514e-4	0.046418567426970786	141
1150	2	2.0008003201280514e-4	0.04661864745898359	142
1196	2	2.0008003201280514e-4	0.0468187274909964	143
1347	2	2.0008003201280514e-4	0.0470188075230092	144
1399	2	2.0008003201280514e-4	0.04721888755502201	145
1464	2	2.0008003201280514e-4	0.047418967587034816	146
1486	2	2.0008003201280514e-4	0.047619047619047616	147
1491	2	2.0008003201280514e-4	0.047819127651060424	148
1498	2	2.0008003201280514e-4	0.04801920768307323	149
1534	2	2.0008003201280514e-4	0.04821928771508603	150
1630	2	2.0008003201280514e-4	0.04841936774709884	151
1633	2	2.0008003201280514e-4	0.048619447779111646	152
1650	2	2.0008003201280514e-4	0.04881952781112445	153
1653	2	2.0008003201280514e-4	0.049019607843137254	154
1654	2	2.0008003201280514e-4	0.04921968787515006	155
1661	2	2.0008003201280514e-4	0.04941976790716287	156
1666	2	2.0008003201280514e-4	0.04961984793917567	157
1804	2	2.0008003201280514e-4	0.04981992797118848	158
1883	2	2.0008003201280514e-4	0.050020008003201284	159
1887	2	2.0008003201280514e-4	0.050220088035214085	160
1924	2	2.0008003201280514e-4	0.05042016806722689	161
1984	2	2.0008003201280514e-4	0.0506202480992397	162
1992	2	2.0008003201280514e-4	0.0508203281312525	163
2019	2	2.0008003201280514e-4	0.05102040816326531	164
2033	2	2.0008003201280514e-4	0.051220488195278115	165
2037	2	2.0008003201280514e-4	0.051420568227290915	166
2039	2	2.0008003201280514e-4	0.05162064825930372	167
2100	2	2.0008003201280514e-4	0.05182072829131653	168
2115	2	2.0008003201280514e-4	0.05202080832332933	169
2132	2	2.0008003201280514e-4	0.05222088835534214	170
2164	2	2.0008003201280514e-4	0.052420968387354945	171
2168	2	2.0008003201280514e-4	0.052621048419367746	172
2199	2	2.0008003201280514e-4	0.05282112845138055	173
2223	2	2.0008003201280514e-4	0.05302120848339336	174
2230	2	2.0008003201280514e-4	0.05322128851540616	175
2313	2	2.0008003201280514e-4	0.05342136854741897	176
2323	2	2.0008003201280514e-4	0.053621448579431776	177
2332	2	2.0008003201280514e-4	0.053821528611444576	178
2388	2	2.0008003201280514e-4	0.05402160864345738	179
2404	2	2.0008003201280514e-4	0.05422168867547019	180
2420	2	2.0008003201280514e-4	0.05442176870748299	181
2425	2	2.0008003201280514e-4	0.0546218487394958	182
2428	2	2.0008003201280514e-4	0.054821928771508606	183
2534	2	2.0008003201280514e-4	0.055022008803521406	184
2566	2	2.0008003201280514e-4	0.055222088835534214	185
2598	2	2.0008003201280514e-4	0.05542216886754702	186
2607	2	2.0008003201280514e-4	0.05562224889955982	187
2657	2	2.0008003201280514e-4	0.05582232893157263	188
2703	2	2.0008003201280514e-4	0.056022408963585436	189
2732	2	2.0008003201280514e-4	0.05622248899559824	190
2826	2	2.0008003201280514e-4	0.056422569027611044	191
2921	2	2.0008003201280514e-4	0.05662264905962385	192
2977	2	2.0008003201280514e-4	0.05682272909163666	193
2984	2	2.0008003201280514e-4	0.05702280912364946	194
3049	2	2.0008003201280514e-4	0.05722288915566227	195
3075	2	2.0008003201280514e-4	0.057422969187675074	196
3084	2	2.0008003201280514e-4	0.057623049219687875	197
3130	2	2.0008003201280514e-4	0.05782312925170068	198
3150	2	2.0008003201280514e-4	0.05802320928371349	199
3151	2	2.0008003201280514e-4	0.05822328931572629	200
3176	2	2.0008003201280514e-4	0.0584233693477391	201
3209	2	2.0008003201280514e-4	0.058623449379751905	202
3277	2	2.0008003201280514e-4	0.058823529411764705	203
3329	2	2.0008003201280514e-4	0.05902360944377751	204
3373	2	2.0008003201280514e-4	0.05922368947579032	205
3383	2	2.0008003201280514e-4	0.05942376950780312	206
3450	2	2.0008003201280514e-4	0.05962384953981593	207
3521	2	2.0008003201280514e-4	0.059823929571828735	208
3604	2	2.0008003201280514e-4	0.060024009603841535	209
3624	2	2.0008003201280514e-4	0.06022408963585434	210
3636	2	2.0008003201280514e-4	0.06042416966786715	211
3640	2	2.0008003201280514e-4	0.06062424969987995	212
3650	2	2.0008003201280514e-4	0.06082432973189276	213
3654	2	2.0008003201280514e-4	0.061024409763905565	214
3676	2	2.0008003201280514e-4	0.061224489795918366	215
3682	2	2.0008003201280514e-4	0.06142456982793117	216
3707	2	2.0008003201280514e-4	0.06162464985994398	217
3720	2	2.0008003201280514e-4	0.06182472989195678	218
3827	2	2.0008003201280514e-4	0.06202480992396959	219
3857	2	2.0008003201280514e-4	0.062224889955982396	220
3894	2	2.0008003201280514e-4	0.062424969987995196	221
3900	2	2.0008003201280514e-4	0.06262505002000801	222
3905	2	2.0008003201280514e-4	0.06282513005202081	223
3918	2	2.0008003201280514e-4	0.06302521008403361	224
3933	2	2.0008003201280514e-4	0.06322529011604643	225
3983	2	2.0008003201280514e-4	0.06342537014805923	226
3986	2	2.0008003201280514e-4	0.06362545018007203	227
3995	2	2.0008003201280514e-4	0.06382553021208484	228
4025	2	2.0008003201280514e-4	0.06402561024409764	229
4028	2	2.0008003201280514e-4	0.06422569027611044	230
4035	2	2.0008003201280514e-4	0.06442577030812326	231
4039	2	2.0008003201280514e-4	0.06462585034013606	232
4048	2	2.0008003201280514e-4	0.06482593037214886	233
4071	2	2.0008003201280514e-4	0.06502601040416167	234
4145	2	2.0008003201280514e-4	0.06522609043617447	235
4164	2	2.0008003201280514e-4	0.06542617046818727	236
4168	2	2.0008003201280514e-4	0.06562625050020009	237
4175	2	2.0008003201280514e-4	0.06582633053221289	238
4188	2	2.0008003201280514e-4	0.06602641056422569	239
4250	2	2.0008003201280514e-4	0.0662264905962385	240
4264	2	2.0008003201280514e-4	0.0664265706282513	241
4265	2	2.0008003201280514e-4	0.0666266506602641	242
4266	2	2.0008003201280514e-4	0.06682673069227692	243
4269	2	2.0008003201280514e-4	0.06702681072428972	244
4275	2	2.0008003201280514e-4	0.06722689075630252	245
4340	2	2.0008003201280514e-4	0.06742697078831533	246
4344	2	2.0008003201280514e-4	0.06762705082032813	247
4377	2	2.0008003201280514e-4	0.06782713085234093	248
4384	2	2.0008003201280514e-4	0.06802721088435375	249
4385	2	2.0008003201280514e-4	0.06822729091636655	250
4406	2	2.0008003201280514e-4	0.06842737094837935	251
4408	2	2.0008003201280514e-4	0.06862745098039216	252
4425	2	2.0008003201280514e-4	0.06882753101240496	253
4432	2	2.0008003201280514e-4	0.06902761104441776	254
4519	2	2.0008003201280514e-4	0.06922769107643058	255
4547	2	2.0008003201280514e-4	0.06942777110844338	256
4557	2	2.0008003201280514e-4	0.06962785114045618	257
4609	2	2.0008003201280514e-4	0.069827931172469	258
4633	2	2.0008003201280514e-4	0.0700280112044818	259
4664	2	2.0008003201280514e-4	0.0702280912364946	260
4674	2	2.0008003201280514e-4	0.07042817126850741	261
4675	2	2.0008003201280514e-4	0.07062825130052021	262
4681	2	2.0008003201280514e-4	0.07082833133253301	263
4723	2	2.0008003201280514e-4	0.07102841136454582	264
4743	2	2.0008003201280514e-4	0.07122849139655862	265
4769	2	2.0008003201280514e-4	0.07142857142857142	266
4841	2	2.0008003201280514e-4	0.07162865146058424	267
5121	2	2.0008003201280514e-4	0.07182873149259704	268
5182	2	2.0008003201280514e-4	0.07202881152460984	269
5183	2	2.0008003201280514e-4	0.07222889155662265	270
5202	2	2.0008003201280514e-4	0.07242897158863545	271
5208	2	2.0008003201280514e-4	0.07262905162064826	272
5236	2	2.0008003201280514e-4	0.07282913165266107	273
5244	2	2.0008003201280514e-4	0.07302921168467387	274
5301	2	2.0008003201280514e-4	0.07322929171668667	275
5321	2	2.0008003201280514e-4	0.07342937174869948	276
5322	2	2.0008003201280514e-4	0.07362945178071229	277
5351	2	2.0008003201280514e-4	0.07382953181272509	278
5358	2	2.0008003201280514e-4	0.0740296118447379	279
5419	2	2.0008003201280514e-4	0.0742296918767507	280
5466	2	2.0008003201280514e-4	0.0744297719087635	281
5498	2	2.0008003201280514e-4	0.07462985194077632	282
5513	2	2.0008003201280514e-4	0.07482993197278912	283
5549	2	2.0008003201280514e-4	0.07503001200480193	284
5551	2	2.0008003201280514e-4	0.07523009203681473	285
5566	2	2.0008003201280514e-4	0.07543017206882753	286
5588	2	2.0008003201280514e-4	0.075630252100840345	287
5597	2	2.0008003201280514e-4	0.07583033213285315	288
5669	2	2.0008003201280514e-4	0.07603041216486595	289
5735	2	2.0008003201280514e-4	0.07623049219687876	290
5740	2	2.0008003201280514e-4	0.07643057222889156	291
5772	2	2.0008003201280514e-4	0.07663065226090436	292
5790	2	2.0008003201280514e-4	0.07683073229291718	293
5889	2	2.0008003201280514e-4	0.07703081232492998	294
5892	2	2.0008003201280514e-4	0.07723089235694278	295
5909	2	2.0008003201280514e-4	0.07743097238895559	296
5919	2	2.0008003201280514e-4	0.07763105242096839	297
6089	2	2.0008003201280514e-4	0.07783113245298119	298
6131	2	2.0008003201280514e-4	0.078031212484994	299
6134	2	2.0008003201280514e-4	0.0782312925170068	300
6146	2	2.0008003201280514e-4	0.0784313725490196	301
6147	2	2.0008003201280514e-4	0.07863145258103242	302
6166	2	2.0008003201280514e-4	0.07883153261304522	303
6195	2	2.0008003201280514e-4	0.07903161264505802	304
6200	2	2.0008003201280514e-4	0.07923169267707084	305
6278	2	2.0008003201280514e-4	0.07943177270908364	306
6528	2	2.0008003201280514e-4	0.07963185274109644	307
6559	2	2.0008003201280514e-4	0.07983193277310925	308
6570	2	2.0008003201280514e-4	0.08003201280512205	309
6573	2	2.0008003201280514e-4	0.08023209283713485	310
6588	2	2.0008003201280514e-4	0.08043217286914767	311
6599	2	2.0008003201280514e-4	0.08063225290116047	312
6607	2	2.0008003201280514e-4	0.08083233293317327	313
6612	2	2.0008003201280514e-4	0.08103241296518608	314
6616	2	2.0008003201280514e-4	0.08123249299719888	315
6621	2	2.0008003201280514e-4	0.08143257302921168	316
6643	2	2.0008003201280514e-4	0.0816326530612245	317
6707	2	2.0008003201280514e-4	0.0818327330932373	318
6710	2	2.0008003201280514e-4	0.0820328131252501	319
6840	2	2.0008003201280514e-4	0.08223289315726291	320
6893	2	2.0008003201280514e-4	0.08243297318927571	321
6938	2	2.0008003201280514e-4	0.08263305322128851	322
6942	2	2.0008003201280514e-4	0.08283313325330133	323
6951	2	2.0008003201280514e-4	0.08303321328531413	324
6972	2	2.0008003201280514e-4	0.08323329331732693	325
7077	2	2.0008003201280514e-4	0.08343337334933974	326
7148	2	2.0008003201280514e-4	0.08363345338135254	327
7166	2	2.0008003201280514e-4	0.08383353341336534	328
7196	2	2.0008003201280514e-4	0.08403361344537816	329
7204	2	2.0008003201280514e-4	0.08423369347739096	330
7330	2	2.0008003201280514e-4	0.08443377350940376	331
7401	2	2.0008003201280514e-4	0.08463385354141657	332
7416	2	2.0008003201280514e-4	0.08483393357342937	333
7472	2	2.0008003201280514e-4	0.08503401360544217	334
7577	2	2.0008003201280514e-4	0.08523409363745499	335
7619	2	2.0008003201280514e-4	0.08543417366946779	336
7620	2	2.0008003201280514e-4	0.08563425370148059	337
7629	2	2.0008003201280514e-4	0.0858343337334934	338
7664	2	2.0008003201280514e-4	0.0860344137655062	339
7686	2	2.0008003201280514e-4	0.086234493797519	340
7724	2	2.0008003201280514e-4	0.08643457382953182	341
7767	2	2.0008003201280514e-4	0.08663465386154462	342
7792	2	2.0008003201280514e-4	0.08683473389355742	343
7795	2	2.0008003201280514e-4	0.08703481392557023	344
7813	2	2.0008003201280514e-4	0.08723489395758303	345
7814	2	2.0008003201280514e-4	0.087434973989595835	346
7815	2	2.0008003201280514e-4	0.08763505402160865	347
7816	2	2.0008003201280514e-4	0.08783513405362145	348
7825	2	2.0008003201280514e-4	0.08803521408563425	349
7922	2	2.0008003201280514e-4	0.08823529411764706	350
7938	2	2.0008003201280514e-4	0.08843537414965986	351
7946	2	2.0008003201280514e-4	0.08863545418167267	352
8016	2	2.0008003201280514e-4	0.08883553421368548	353
8018	2	2.0008003201280514e-4	0.08903561424569828	354
8079	2	2.0008003201280514e-4	0.08923569427771108	355
8083	2	2.0008003201280514e-4	0.0894357743097239	356
8103	2	2.0008003201280514e-4	0.0896358543417367	357
8107	2	2.0008003201280514e-4	0.08983593437374951	358
8131	2	2.0008003201280514e-4	0.09003601440576231	359
8203	2	2.0008003201280514e-4	0.09023609443777511	360
8224	2	2.0008003201280514e-4	0.09043617446978792	361
8336	2	2.0008003201280514e-4	0.09063625450180073	362
8359	2	2.0008003201280514e-4	0.09083633453381353	363
8391	2	2.0008003201280514e-4	0.09103641456582634	364
8401	2	2.0008003201280514e-4	0.09123649459783914	365
8409	2	2.0008003201280514e-4	0.09143657462985194	366
8417	2	2.0008003201280514e-4	0.09163665466186476	367
