clone_id	n_seq	freq	rank
2599	3	3.0012004801920766e-4	54
2600	3	3.0012004801920766e-4	55
3073	3	3.0012004801920766e-4	56
3336	3	3.0012004801920766e-4	57
3494	3	3.0012004801920766e-4	58
3637	3	3.0012004801920766e-4	59
3638	3	3.0012004801920766e-4	60
3652	3	3.0012004801920766e-4	61
3674	3	3.0012004801920766e-4	62
3685	3	3.0012004801920766e-4	63
3853	3	3.0012004801920766e-4	64
3870	3	3.0012004801920766e-4	65
4199	3	3.0012004801920766e-4	66
4233	3	3.0012004801920766e-4	67
4338	3	3.0012004801920766e-4	68
4950	3	3.0012004801920766e-4	69
5494	3	3.0012004801920766e-4	70
5510	3	3.0012004801920766e-4	71
5526	3	3.0012004801920766e-4	72
5529	3	3.0012004801920766e-4	73
5546	3	3.0012004801920766e-4	74
5547	3	3.0012004801920766e-4	75
5554	3	3.0012004801920766e-4	76
5883	3	3.0012004801920766e-4	77
6333	3	3.0012004801920766e-4	78
6560	3	3.0012004801920766e-4	79
6595	3	3.0012004801920766e-4	80
6605	3	3.0012004801920766e-4	81
6624	3	3.0012004801920766e-4	82
6702	3	3.0012004801920766e-4	83
6768	3	3.0012004801920766e-4	84
6802	3	3.0012004801920766e-4	85
6827	3	3.0012004801920766e-4	86
6833	3	3.0012004801920766e-4	87
6932	3	3.0012004801920766e-4	88
7193	3	3.0012004801920766e-4	89
7439	3	3.0012004801920766e-4	90
7634	3	3.0012004801920766e-4	91
7888	3	3.0012004801920766e-4	92
8157	3	3.0012004801920766e-4	93
8245	3	3.0012004801920766e-4	94
8274	3	3.0012004801920766e-4	95
8421	3	3.0012004801920766e-4	96
8844	3	3.0012004801920766e-4	97
9243	3	3.0012004801920766e-4	98
9346	3	3.0012004801920766e-4	99
21	2	2.0008003201280514e-4	100
163	2	2.0008003201280514e-4	101
164	2	2.0008003201280514e-4	102
206	2	2.0008003201280514e-4	103
208	2	2.0008003201280514e-4	104
210	2	2.0008003201280514e-4	105
211	2	2.0008003201280514e-4	106
256	2	2.0008003201280514e-4	107
263	2	2.0008003201280514e-4	108
431	2	2.0008003201280514e-4	109
439	2	2.0008003201280514e-4	110
475	2	2.0008003201280514e-4	111
551	2	2.0008003201280514e-4	112
560	2	2.0008003201280514e-4	113
569	2	2.0008003201280514e-4	114
589	2	2.0008003201280514e-4	115
590	2	2.0008003201280514e-4	116
596	2	2.0008003201280514e-4	117
601	2	2.0008003201280514e-4	118
620	2	2.0008003201280514e-4	119
631	2	2.0008003201280514e-4	120
655	2	2.0008003201280514e-4	121
719	2	2.0008003201280514e-4	122
735	2	2.0008003201280514e-4	123
750	2	2.0008003201280514e-4	124
757	2	2.0008003201280514e-4	125
772	2	2.0008003201280514e-4	126
799	2	2.0008003201280514e-4	127
855	2	2.0008003201280514e-4	128
868	2	2.0008003201280514e-4	129
876	2	2.0008003201280514e-4	130
878	2	2.0008003201280514e-4	131
943	2	2.0008003201280514e-4	132
964	2	2.0008003201280514e-4	133
979	2	2.0008003201280514e-4	134
1017	2	2.0008003201280514e-4	135
1026	2	2.0008003201280514e-4	136
1035	2	2.0008003201280514e-4	137
1039	2	2.0008003201280514e-4	138
1071	2	2.0008003201280514e-4	139
1085	2	2.0008003201280514e-4	140
1148	2	2.0008003201280514e-4	141
1150	2	2.0008003201280514e-4	142
1196	2	2.0008003201280514e-4	143
1347	2	2.0008003201280514e-4	144
1399	2	2.0008003201280514e-4	145
1464	2	2.0008003201280514e-4	146
1486	2	2.0008003201280514e-4	147
1491	2	2.0008003201280514e-4	148
1498	2	2.0008003201280514e-4	149
1534	2	2.0008003201280514e-4	150
1630	2	2.0008003201280514e-4	151
1633	2	2.0008003201280514e-4	152
1650	2	2.0008003201280514e-4	153
1653	2	2.0008003201280514e-4	154
1654	2	2.0008003201280514e-4	155
1661	2	2.0008003201280514e-4	156
1666	2	2.0008003201280514e-4	157
1804	2	2.0008003201280514e-4	158
1883	2	2.0008003201280514e-4	159
1887	2	2.0008003201280514e-4	160
1924	2	2.0008003201280514e-4	161
1984	2	2.0008003201280514e-4	162
1992	2	2.0008003201280514e-4	163
2019	2	2.0008003201280514e-4	164
2033	2	2.0008003201280514e-4	165
2037	2	2.0008003201280514e-4	166
2039	2	2.0008003201280514e-4	167
2100	2	2.0008003201280514e-4	168
2115	2	2.0008003201280514e-4	169
2132	2	2.0008003201280514e-4	170
2164	2	2.0008003201280514e-4	171
2168	2	2.0008003201280514e-4	172
2199	2	2.0008003201280514e-4	173
2223	2	2.0008003201280514e-4	174
2230	2	2.0008003201280514e-4	175
2313	2	2.0008003201280514e-4	176
2323	2	2.0008003201280514e-4	177
2332	2	2.0008003201280514e-4	178
2388	2	2.0008003201280514e-4	179
2404	2	2.0008003201280514e-4	180
2420	2	2.0008003201280514e-4	181
2425	2	2.0008003201280514e-4	182
2428	2	2.0008003201280514e-4	183
2534	2	2.0008003201280514e-4	184
2566	2	2.0008003201280514e-4	185
2598	2	2.0008003201280514e-4	186
2607	2	2.0008003201280514e-4	187
2657	2	2.0008003201280514e-4	188
2703	2	2.0008003201280514e-4	189
2732	2	2.0008003201280514e-4	190
2826	2	2.0008003201280514e-4	191
2921	2	2.0008003201280514e-4	192
2977	2	2.0008003201280514e-4	193
2984	2	2.0008003201280514e-4	194
3049	2	2.0008003201280514e-4	195
3075	2	2.0008003201280514e-4	196
3084	2	2.0008003201280514e-4	197
3130	2	2.0008003201280514e-4	198
3150	2	2.0008003201280514e-4	199
3151	2	2.0008003201280514e-4	200
3176	2	2.0008003201280514e-4	201
3209	2	2.0008003201280514e-4	202
3277	2	2.0008003201280514e-4	203
3329	2	2.0008003201280514e-4	204
3373	2	2.0008003201280514e-4	205
3383	2	2.0008003201280514e-4	206
3450	2	2.0008003201280514e-4	207
3521	2	2.0008003201280514e-4	208
3604	2	2.0008003201280514e-4	209
3624	2	2.0008003201280514e-4	210
3636	2	2.0008003201280514e-4	211
3640	2	2.0008003201280514e-4	212
3650	2	2.0008003201280514e-4	213
3654	2	2.0008003201280514e-4	214
3676	2	2.0008003201280514e-4	215
3682	2	2.0008003201280514e-4	216
3707	2	2.0008003201280514e-4	217
3720	2	2.0008003201280514e-4	218
3827	2	2.0008003201280514e-4	219
3857	2	2.0008003201280514e-4	220
3894	2	2.0008003201280514e-4	221
3900	2	2.0008003201280514e-4	222
3905	2	2.0008003201280514e-4	223
3918	2	2.0008003201280514e-4	224
3933	2	2.0008003201280514e-4	225
3983	2	2.0008003201280514e-4	226
3986	2	2.0008003201280514e-4	227
3995	2	2.0008003201280514e-4	228
4025	2	2.0008003201280514e-4	229
4028	2	2.0008003201280514e-4	230
4035	2	2.0008003201280514e-4	231
4039	2	2.0008003201280514e-4	232
4048	2	2.0008003201280514e-4	233
4071	2	2.0008003201280514e-4	234
4145	2	2.0008003201280514e-4	235
4164	2	2.0008003201280514e-4	236
4168	2	2.0008003201280514e-4	237
4175	2	2.0008003201280514e-4	238
4188	2	2.0008003201280514e-4	239
4250	2	2.0008003201280514e-4	240
4264	2	2.0008003201280514e-4	241
4265	2	2.0008003201280514e-4	242
4266	2	2.0008003201280514e-4	243
4269	2	2.0008003201280514e-4	244
4275	2	2.0008003201280514e-4	245
4340	2	2.0008003201280514e-4	246
4344	2	2.0008003201280514e-4	247
4377	2	2.0008003201280514e-4	248
4384	2	2.0008003201280514e-4	249
4385	2	2.0008003201280514e-4	250
4406	2	2.0008003201280514e-4	251
4408	2	2.0008003201280514e-4	252
4425	2	2.0008003201280514e-4	253
4432	2	2.0008003201280514e-4	254
4519	2	2.0008003201280514e-4	255
4547	2	2.0008003201280514e-4	256
4557	2	2.0008003201280514e-4	257
4609	2	2.0008003201280514e-4	258
4633	2	2.0008003201280514e-4	259
4664	2	2.0008003201280514e-4	260
4674	2	2.0008003201280514e-4	261
4675	2	2.0008003201280514e-4	262
4681	2	2.0008003201280514e-4	263
4723	2	2.0008003201280514e-4	264
4743	2	2.0008003201280514e-4	265
4769	2	2.0008003201280514e-4	266
4841	2	2.0008003201280514e-4	267
5121	2	2.0008003201280514e-4	268
5182	2	2.0008003201280514e-4	269
5183	2	2.0008003201280514e-4	270
5202	2	2.0008003201280514e-4	271
5208	2	2.0008003201280514e-4	272
5236	2	2.0008003201280514e-4	273
5244	2	2.0008003201280514e-4	274
5301	2	2.0008003201280514e-4	275
5321	2	2.0008003201280514e-4	276
5322	2	2.0008003201280514e-4	277
5351	2	2.0008003201280514e-4	278
5358	2	2.0008003201280514e-4	279
5419	2	2.0008003201280514e-4	280
5466	2	2.0008003201280514e-4	281
5498	2	2.0008003201280514e-4	282
5513	2	2.0008003201280514e-4	283
5549	2	2.0008003201280514e-4	284
5551	2	2.0008003201280514e-4	285
5566	2	2.0008003201280514e-4	286
5588	2	2.0008003201280514e-4	287
5597	2	2.0008003201280514e-4	288
5669	2	2.0008003201280514e-4	289
5735	2	2.0008003201280514e-4	290
5740	2	2.0008003201280514e-4	291
5772	2	2.0008003201280514e-4	292
5790	2	2.0008003201280514e-4	293
5889	2	2.0008003201280514e-4	294
5892	2	2.0008003201280514e-4	295
5909	2	2.0008003201280514e-4	296
5919	2	2.0008003201280514e-4	297
6089	2	2.0008003201280514e-4	298
6131	2	2.0008003201280514e-4	299
6134	2	2.0008003201280514e-4	300
6146	2	2.0008003201280514e-4	301
6147	2	2.0008003201280514e-4	302
6166	2	2.0008003201280514e-4	303
6195	2	2.0008003201280514e-4	304
6200	2	2.0008003201280514e-4	305
6278	2	2.0008003201280514e-4	306
6528	2	2.0008003201280514e-4	307
6559	2	2.0008003201280514e-4	308
6570	2	2.0008003201280514e-4	309
6573	2	2.0008003201280514e-4	310
6588	2	2.0008003201280514e-4	311
6599	2	2.0008003201280514e-4	312
6607	2	2.0008003201280514e-4	313
6612	2	2.0008003201280514e-4	314
6616	2	2.0008003201280514e-4	315
6621	2	2.0008003201280514e-4	316
6643	2	2.0008003201280514e-4	317
6707	2	2.0008003201280514e-4	318
6710	2	2.0008003201280514e-4	319
6840	2	2.0008003201280514e-4	320
6893	2	2.0008003201280514e-4	321
6938	2	2.0008003201280514e-4	322
6942	2	2.0008003201280514e-4	323
6951	2	2.0008003201280514e-4	324
6972	2	2.0008003201280514e-4	325
7077	2	2.0008003201280514e-4	326
7148	2	2.0008003201280514e-4	327
7166	2	2.0008003201280514e-4	328
7196	2	2.0008003201280514e-4	329
7204	2	2.0008003201280514e-4	330
7330	2	2.0008003201280514e-4	331
7401	2	2.0008003201280514e-4	332
7416	2	2.0008003201280514e-4	333
7472	2	2.0008003201280514e-4	334
7577	2	2.0008003201280514e-4	335
7619	2	2.0008003201280514e-4	336
7620	2	2.0008003201280514e-4	337
7629	2	2.0008003201280514e-4	338
7664	2	2.0008003201280514e-4	339
7686	2	2.0008003201280514e-4	340
7724	2	2.0008003201280514e-4	341
7767	2	2.0008003201280514e-4	342
7792	2	2.0008003201280514e-4	343
7795	2	2.0008003201280514e-4	344
7813	2	2.0008003201280514e-4	345
7814	2	2.0008003201280514e-4	346
7815	2	2.0008003201280514e-4	347
7816	2	2.0008003201280514e-4	348
7825	2	2.0008003201280514e-4	349
7922	2	2.0008003201280514e-4	350
7938	2	2.0008003201280514e-4	351
7946	2	2.0008003201280514e-4	352
8016	2	2.0008003201280514e-4	353
8018	2	2.0008003201280514e-4	354
8079	2	2.0008003201280514e-4	355
8083	2	2.0008003201280514e-4	356
8103	2	2.0008003201280514e-4	357
8107	2	2.0008003201280514e-4	358
8131	2	2.0008003201280514e-4	359
8203	2	2.0008003201280514e-4	360
8224	2	2.0008003201280514e-4	361
8336	2	2.0008003201280514e-4	362
8359	2	2.0008003201280514e-4	363
8391	2	2.0008003201280514e-4	364
8401	2	2.0008003201280514e-4	365
8409	2	2.0008003201280514e-4	366
8417	2	2.0008003201280514e-4	367
8453	2	2.0008003201280514e-4	368
8455	2	2.0008003201280514e-4	369
8469	2	2.0008003201280514e-4	370
8536	2	2.0008003201280514e-4	371
8551	2	2.0008003201280514e-4	372
8581	2	2.0008003201280514e-4	373
8583	2	2.0008003201280514e-4	374
8643	2	2.0008003201280514e-4	375
8709	2	2.0008003201280514e-4	376
8897	2	2.0008003201280514e-4	377
8925	2	2.0008003201280514e-4	378
8928	2	2.0008003201280514e-4	379
8995	2	2.0008003201280514e-4	380
9017	2	2.0008003201280514e-4	381
9164	2	2.0008003201280514e-4	382
9275	2	2.0008003201280514e-4	383
9320	2	2.0008003201280514e-4	384
9326	2	2.0008003201280514e-4	385
9362	2	2.0008003201280514e-4	386
9373	2	2.0008003201280514e-4	387
9404	2	2.0008003201280514e-4	388
1	1	1.0004001600640257e-4	389
2	1	1.0004001600640257e-4	390
3	1	1.0004001600640257e-4	391
4	1	1.0004001600640257e-4	392
5	1	1.0004001600640257e-4	393
6	1	1.0004001600640257e-4	394
7	1	1.0004001600640257e-4	395
8	1	1.0004001600640257e-4	396
9	1	1.0004001600640257e-4	397
10	1	1.0004001600640257e-4	398
11	1	1.0004001600640257e-4	399
12	1	1.0004001600640257e-4	400
13	1	1.0004001600640257e-4	401
14	1	1.0004001600640257e-4	402
15	1	1.0004001600640257e-4	403
16	1	1.0004001600640257e-4	404
17	1	1.0004001600640257e-4	405
18	1	1.0004001600640257e-4	406
19	1	1.0004001600640257e-4	407
20	1	1.0004001600640257e-4	408
22	1	1.0004001600640257e-4	409
23	1	1.0004001600640257e-4	410
24	1	1.0004001600640257e-4	411
25	1	1.0004001600640257e-4	412
26	1	1.0004001600640257e-4	413
27	1	1.0004001600640257e-4	414
28	1	1.0004001600640257e-4	415
29	1	1.0004001600640257e-4	416
30	1	1.0004001600640257e-4	417
31	1	1.0004001600640257e-4	418
32	1	1.0004001600640257e-4	419
33	1	1.0004001600640257e-4	420
34	1	1.0004001600640257e-4	421
35	1	1.0004001600640257e-4	422
36	1	1.0004001600640257e-4	423
37	1	1.0004001600640257e-4	424
38	1	1.0004001600640257e-4	425
39	1	1.0004001600640257e-4	426
40	1	1.0004001600640257e-4	427
41	1	1.0004001600640257e-4	428
42	1	1.0004001600640257e-4	429
43	1	1.0004001600640257e-4	430
44	1	1.0004001600640257e-4	431
45	1	1.0004001600640257e-4	432
46	1	1.0004001600640257e-4	433
47	1	1.0004001600640257e-4	434
48	1	1.0004001600640257e-4	435
49	1	1.0004001600640257e-4	436
50	1	1.0004001600640257e-4	437
51	1	1.0004001600640257e-4	438
52	1	1.0004001600640257e-4	439
53	1	1.0004001600640257e-4	440
54	1	1.0004001600640257e-4	441
55	1	1.0004001600640257e-4	442
56	1	1.0004001600640257e-4	443
57	1	1.0004001600640257e-4	444
58	1	1.0004001600640257e-4	445
59	1	1.0004001600640257e-4	446
60	1	1.0004001600640257e-4	447
61	1	1.0004001600640257e-4	448
62	1	1.0004001600640257e-4	449
63	1	1.0004001600640257e-4	450
64	1	1.0004001600640257e-4	451
65	1	1.0004001600640257e-4	452
66	1	1.0004001600640257e-4	453
67	1	1.0004001600640257e-4	454
68	1	1.0004001600640257e-4	455
69	1	1.0004001600640257e-4	456
70	1	1.0004001600640257e-4	457
71	1	1.0004001600640257e-4	458
72	1	1.0004001600640257e-4	459
73	1	1.0004001600640257e-4	460
74	1	1.0004001600640257e-4	461
75	1	1.0004001600640257e-4	462
76	1	1.0004001600640257e-4	463
77	1	1.0004001600640257e-4	464
78	1	1.0004001600640257e-4	465
79	1	1.0004001600640257e-4	466
80	1	1.0004001600640257e-4	467
81	1	1.0004001600640257e-4	468
82	1	1.0004001600640257e-4	469
83	1	1.0004001600640257e-4	470
84	1	1.0004001600640257e-4	471
85	1	1.0004001600640257e-4	472
86	1	1.0004001600640257e-4	473
87	1	1.0004001600640257e-4	474
88	1	1.0004001600640257e-4	475
89	1	1.0004001600640257e-4	476
90	1	1.0004001600640257e-4	477
91	1	1.0004001600640257e-4	478
92	1	1.0004001600640257e-4	479
93	1	1.0004001600640257e-4	480
94	1	1.0004001600640257e-4	481
95	1	1.0004001600640257e-4	482
96	1	1.0004001600640257e-4	483
97	1	1.0004001600640257e-4	484
98	1	1.0004001600640257e-4	485
99	1	1.0004001600640257e-4	486
100	1	1.0004001600640257e-4	487
101	1	1.0004001600640257e-4	488
102	1	1.0004001600640257e-4	489
103	1	1.0004001600640257e-4	490
104	1	1.0004001600640257e-4	491
105	1	1.0004001600640257e-4	492
106	1	1.0004001600640257e-4	493
107	1	1.0004001600640257e-4	494
108	1	1.0004001600640257e-4	495
109	1	1.0004001600640257e-4	496
110	1	1.0004001600640257e-4	497
111	1	1.0004001600640257e-4	498
112	1	1.0004001600640257e-4	499
113	1	1.0004001600640257e-4	500
114	1	1.0004001600640257e-4	501
115	1	1.0004001600640257e-4	502
116	1	1.0004001600640257e-4	503
117	1	1.0004001600640257e-4	504
118	1	1.0004001600640257e-4	505
119	1	1.0004001600640257e-4	506
120	1	1.0004001600640257e-4	507
121	1	1.0004001600640257e-4	508
123	1	1.0004001600640257e-4	509
124	1	1.0004001600640257e-4	510
125	1	1.0004001600640257e-4	511
126	1	1.0004001600640257e-4	512
127	1	1.0004001600640257e-4	513
128	1	1.0004001600640257e-4	514
129	1	1.0004001600640257e-4	515
130	1	1.0004001600640257e-4	516
131	1	1.0004001600640257e-4	517
132	1	1.0004001600640257e-4	518
133	1	1.0004001600640257e-4	519
134	1	1.0004001600640257e-4	520
136	1	1.0004001600640257e-4	521
137	1	1.0004001600640257e-4	522
138	1	1.0004001600640257e-4	523
139	1	1.0004001600640257e-4	524
140	1	1.0004001600640257e-4	525
141	1	1.0004001600640257e-4	526
142	1	1.0004001600640257e-4	527
143	1	1.0004001600640257e-4	528
144	1	1.0004001600640257e-4	529
145	1	1.0004001600640257e-4	530
146	1	1.0004001600640257e-4	531
147	1	1.0004001600640257e-4	532
148	1	1.0004001600640257e-4	533
149	1	1.0004001600640257e-4	534
150	1	1.0004001600640257e-4	535
151	1	1.0004001600640257e-4	536
152	1	1.0004001600640257e-4	537
153	1	1.0004001600640257e-4	538
154	1	1.0004001600640257e-4	539
155	1	1.0004001600640257e-4	540
156	1	1.0004001600640257e-4	541
157	1	1.0004001600640257e-4	542
158	1	1.0004001600640257e-4	543
159	1	1.0004001600640257e-4	544
160	1	1.0004001600640257e-4	545
161	1	1.0004001600640257e-4	546
162	1	1.0004001600640257e-4	547
165	1	1.0004001600640257e-4	548
166	1	1.0004001600640257e-4	549
167	1	1.0004001600640257e-4	550
168	1	1.0004001600640257e-4	551
169	1	1.0004001600640257e-4	552
170	1	1.0004001600640257e-4	553
171	1	1.0004001600640257e-4	554
172	1	1.0004001600640257e-4	555
173	1	1.0004001600640257e-4	556
174	1	1.0004001600640257e-4	557
175	1	1.0004001600640257e-4	558
176	1	1.0004001600640257e-4	559
177	1	1.0004001600640257e-4	560
178	1	1.0004001600640257e-4	561
179	1	1.0004001600640257e-4	562
180	1	1.0004001600640257e-4	563
181	1	1.0004001600640257e-4	564
182	1	1.0004001600640257e-4	565
183	1	1.0004001600640257e-4	566
184	1	1.0004001600640257e-4	567
185	1	1.0004001600640257e-4	568
186	1	1.0004001600640257e-4	569
187	1	1.0004001600640257e-4	570
188	1	1.0004001600640257e-4	571
189	1	1.0004001600640257e-4	572
190	1	1.0004001600640257e-4	573
191	1	1.0004001600640257e-4	574
192	1	1.0004001600640257e-4	575
193	1	1.0004001600640257e-4	576
194	1	1.0004001600640257e-4	577
195	1	1.0004001600640257e-4	578
196	1	1.0004001600640257e-4	579
197	1	1.0004001600640257e-4	580
198	1	1.0004001600640257e-4	581
199	1	1.0004001600640257e-4	582
200	1	1.0004001600640257e-4	583
201	1	1.0004001600640257e-4	584
202	1	1.0004001600640257e-4	585
203	1	1.0004001600640257e-4	586
204	1	1.0004001600640257e-4	587
205	1	1.0004001600640257e-4	588
207	1	1.0004001600640257e-4	589
209	1	1.0004001600640257e-4	590
212	1	1.0004001600640257e-4	591
213	1	1.0004001600640257e-4	592
214	1	1.0004001600640257e-4	593
215	1	1.0004001600640257e-4	594
216	1	1.0004001600640257e-4	595
217	1	1.0004001600640257e-4	596
218	1	1.0004001600640257e-4	597
219	1	1.0004001600640257e-4	598
220	1	1.0004001600640257e-4	599
221	1	1.0004001600640257e-4	600
222	1	1.0004001600640257e-4	601
223	1	1.0004001600640257e-4	602
224	1	1.0004001600640257e-4	603
225	1	1.0004001600640257e-4	604
226	1	1.0004001600640257e-4	605
227	1	1.0004001600640257e-4	606
228	1	1.0004001600640257e-4	607
229	1	1.0004001600640257e-4	608
230	1	1.0004001600640257e-4	609
231	1	1.0004001600640257e-4	610
232	1	1.0004001600640257e-4	611
233	1	1.0004001600640257e-4	612
234	1	1.0004001600640257e-4	613
235	1	1.0004001600640257e-4	614
236	1	1.0004001600640257e-4	615
237	1	1.0004001600640257e-4	616
238	1	1.0004001600640257e-4	617
239	1	1.0004001600640257e-4	618
240	1	1.0004001600640257e-4	619
241	1	1.0004001600640257e-4	620
242	1	1.0004001600640257e-4	621
243	1	1.0004001600640257e-4	622
244	1	1.0004001600640257e-4	623
245	1	1.0004001600640257e-4	624
246	1	1.0004001600640257e-4	625
247	1	1.0004001600640257e-4	626
248	1	1.0004001600640257e-4	627
249	1	1.0004001600640257e-4	628
250	1	1.0004001600640257e-4	629
251	1	1.0004001600640257e-4	630
252	1	1.0004001600640257e-4	631
253	1	1.0004001600640257e-4	632
254	1	1.0004001600640257e-4	633
255	1	1.0004001600640257e-4	634
257	1	1.0004001600640257e-4	635
258	1	1.0004001600640257e-4	636
259	1	1.0004001600640257e-4	637
260	1	1.0004001600640257e-4	638
261	1	1.0004001600640257e-4	639
262	1	1.0004001600640257e-4	640
264	1	1.0004001600640257e-4	641
265	1	1.0004001600640257e-4	642
266	1	1.0004001600640257e-4	643
267	1	1.0004001600640257e-4	644
268	1	1.0004001600640257e-4	645
269	1	1.0004001600640257e-4	646
270	1	1.0004001600640257e-4	647
271	1	1.0004001600640257e-4	648
272	1	1.0004001600640257e-4	649
273	1	1.0004001600640257e-4	650
274	1	1.0004001600640257e-4	651
275	1	1.0004001600640257e-4	652
276	1	1.0004001600640257e-4	653
277	1	1.0004001600640257e-4	654
278	1	1.0004001600640257e-4	655
279	1	1.0004001600640257e-4	656
280	1	1.0004001600640257e-4	657
281	1	1.0004001600640257e-4	658
282	1	1.0004001600640257e-4	659
283	1	1.0004001600640257e-4	660
284	1	1.0004001600640257e-4	661
285	1	1.0004001600640257e-4	662
286	1	1.0004001600640257e-4	663
287	1	1.0004001600640257e-4	664
288	1	1.0004001600640257e-4	665
289	1	1.0004001600640257e-4	666
290	1	1.0004001600640257e-4	667
291	1	1.0004001600640257e-4	668
292	1	1.0004001600640257e-4	669
293	1	1.0004001600640257e-4	670
294	1	1.0004001600640257e-4	671
295	1	1.0004001600640257e-4	672
296	1	1.0004001600640257e-4	673
297	1	1.0004001600640257e-4	674
298	1	1.0004001600640257e-4	675
299	1	1.0004001600640257e-4	676
300	1	1.0004001600640257e-4	677
301	1	1.0004001600640257e-4	678
302	1	1.0004001600640257e-4	679
303	1	1.0004001600640257e-4	680
304	1	1.0004001600640257e-4	681
305	1	1.0004001600640257e-4	682
306	1	1.0004001600640257e-4	683
307	1	1.0004001600640257e-4	684
308	1	1.0004001600640257e-4	685
309	1	1.0004001600640257e-4	686
310	1	1.0004001600640257e-4	687
311	1	1.0004001600640257e-4	688
312	1	1.0004001600640257e-4	689
313	1	1.0004001600640257e-4	690
314	1	1.0004001600640257e-4	691
315	1	1.0004001600640257e-4	692
316	1	1.0004001600640257e-4	693
317	1	1.0004001600640257e-4	694
318	1	1.0004001600640257e-4	695
319	1	1.0004001600640257e-4	696
320	1	1.0004001600640257e-4	697
321	1	1.0004001600640257e-4	698
322	1	1.0004001600640257e-4	699
323	1	1.0004001600640257e-4	700
324	1	1.0004001600640257e-4	701
325	1	1.0004001600640257e-4	702
326	1	1.0004001600640257e-4	703
327	1	1.0004001600640257e-4	704
328	1	1.0004001600640257e-4	705
329	1	1.0004001600640257e-4	706
330	1	1.0004001600640257e-4	707
331	1	1.0004001600640257e-4	708
332	1	1.0004001600640257e-4	709
333	1	1.0004001600640257e-4	710
334	1	1.0004001600640257e-4	711
335	1	1.0004001600640257e-4	712
336	1	1.0004001600640257e-4	713
337	1	1.0004001600640257e-4	714
338	1	1.0004001600640257e-4	715
339	1	1.0004001600640257e-4	716
340	1	1.0004001600640257e-4	717
341	1	1.0004001600640257e-4	718
342	1	1.0004001600640257e-4	719
343	1	1.0004001600640257e-4	720
344	1	1.0004001600640257e-4	721
345	1	1.0004001600640257e-4	722
346	1	1.0004001600640257e-4	723
347	1	1.0004001600640257e-4	724
348	1	1.0004001600640257e-4	725
349	1	1.0004001600640257e-4	726
350	1	1.0004001600640257e-4	727
351	1	1.0004001600640257e-4	728
352	1	1.0004001600640257e-4	729
353	1	1.0004001600640257e-4	730
354	1	1.0004001600640257e-4	731
355	1	1.0004001600640257e-4	732
356	1	1.0004001600640257e-4	733
357	1	1.0004001600640257e-4	734
358	1	1.0004001600640257e-4	735
359	1	1.0004001600640257e-4	736
360	1	1.0004001600640257e-4	737
361	1	1.0004001600640257e-4	738
362	1	1.0004001600640257e-4	739
363	1	1.0004001600640257e-4	740
364	1	1.0004001600640257e-4	741
365	1	1.0004001600640257e-4	742
366	1	1.0004001600640257e-4	743
367	1	1.0004001600640257e-4	744
368	1	1.0004001600640257e-4	745
369	1	1.0004001600640257e-4	746
370	1	1.0004001600640257e-4	747
371	1	1.0004001600640257e-4	748
372	1	1.0004001600640257e-4	749
373	1	1.0004001600640257e-4	750
374	1	1.0004001600640257e-4	751
375	1	1.0004001600640257e-4	752
376	1	1.0004001600640257e-4	753
377	1	1.0004001600640257e-4	754
378	1	1.0004001600640257e-4	755
379	1	1.0004001600640257e-4	756
380	1	1.0004001600640257e-4	757
