clone_id	n_seq	freq	cum_freq	rank
81	1	0.001	0.291	147
82	1	0.001	0.292	148
83	1	0.001	0.293	149
84	1	0.001	0.294	150
85	1	0.001	0.295	151
86	1	0.001	0.296	152
87	1	0.001	0.297	153
88	1	0.001	0.298	154
89	1	0.001	0.299	155
90	1	0.001	0.3	156
91	1	0.001	0.301	157
92	1	0.001	0.302	158
94	1	0.001	0.303	159
95	1	0.001	0.304	160
96	1	0.001	0.305	161
97	1	0.001	0.306	162
98	1	0.001	0.307	163
99	1	0.001	0.308	164
100	1	0.001	0.309	165
101	1	0.001	0.31	166
102	1	0.001	0.311	167
103	1	0.001	0.312	168
104	1	0.001	0.313	169
105	1	0.001	0.314	170
106	1	0.001	0.315	171
107	1	0.001	0.316	172
109	1	0.001	0.317	173
110	1	0.001	0.318	174
111	1	0.001	0.319	175
112	1	0.001	0.32	176
113	1	0.001	0.321	177
114	1	0.001	0.322	178
115	1	0.001	0.323	179
116	1	0.001	0.324	180
117	1	0.001	0.325	181
118	1	0.001	0.326	182
119	1	0.001	0.327	183
120	1	0.001	0.328	184
121	1	0.001	0.329	185
122	1	0.001	0.33	186
123	1	0.001	0.331	187
124	1	0.001	0.332	188
125	1	0.001	0.333	189
126	1	0.001	0.334	190
127	1	0.001	0.335	191
128	1	0.001	0.336	192
129	1	0.001	0.337	193
130	1	0.001	0.338	194
131	1	0.001	0.339	195
132	1	0.001	0.34	196
133	1	0.001	0.341	197
134	1	0.001	0.342	198
135	1	0.001	0.343	199
137	1	0.001	0.34400000000000003	200
138	1	0.001	0.34500000000000003	201
139	1	0.001	0.34600000000000003	202
140	1	0.001	0.34700000000000003	203
141	1	0.001	0.34800000000000003	204
142	1	0.001	0.34900000000000003	205
143	1	0.001	0.35	206
144	1	0.001	0.351	207
145	1	0.001	0.352	208
146	1	0.001	0.353	209
147	1	0.001	0.354	210
148	1	0.001	0.355	211
149	1	0.001	0.356	212
150	1	0.001	0.357	213
151	1	0.001	0.358	214
153	1	0.001	0.359	215
154	1	0.001	0.36	216
155	1	0.001	0.361	217
156	1	0.001	0.362	218
157	1	0.001	0.363	219
158	1	0.001	0.364	220
159	1	0.001	0.365	221
160	1	0.001	0.366	222
161	1	0.001	0.367	223
162	1	0.001	0.368	224
163	1	0.001	0.369	225
164	1	0.001	0.37	226
165	1	0.001	0.371	227
166	1	0.001	0.372	228
167	1	0.001	0.373	229
168	1	0.001	0.374	230
169	1	0.001	0.375	231
170	1	0.001	0.376	232
171	1	0.001	0.377	233
172	1	0.001	0.378	234
173	1	0.001	0.379	235
174	1	0.001	0.38	236
175	1	0.001	0.381	237
176	1	0.001	0.382	238
177	1	0.001	0.383	239
178	1	0.001	0.384	240
179	1	0.001	0.385	241
180	1	0.001	0.386	242
181	1	0.001	0.387	243
182	1	0.001	0.388	244
183	1	0.001	0.389	245
184	1	0.001	0.39	246
185	1	0.001	0.391	247
186	1	0.001	0.392	248
187	1	0.001	0.393	249
188	1	0.001	0.394	250
189	1	0.001	0.395	251
190	1	0.001	0.396	252
191	1	0.001	0.397	253
192	1	0.001	0.398	254
193	1	0.001	0.399	255
194	1	0.001	0.4	256
195	1	0.001	0.401	257
196	1	0.001	0.402	258
197	1	0.001	0.403	259
198	1	0.001	0.404	260
199	1	0.001	0.405	261
200	1	0.001	0.406	262
201	1	0.001	0.40700000000000003	263
202	1	0.001	0.40800000000000003	264
203	1	0.001	0.40900000000000003	265
204	1	0.001	0.41000000000000003	266
206	1	0.001	0.41100000000000003	267
207	1	0.001	0.41200000000000003	268
208	1	0.001	0.41300000000000003	269
209	1	0.001	0.41400000000000003	270
210	1	0.001	0.415	271
211	1	0.001	0.416	272
212	1	0.001	0.417	273
213	1	0.001	0.418	274
214	1	0.001	0.419	275
215	1	0.001	0.42	276
216	1	0.001	0.421	277
217	1	0.001	0.422	278
218	1	0.001	0.423	279
220	1	0.001	0.424	280
221	1	0.001	0.425	281
222	1	0.001	0.426	282
223	1	0.001	0.427	283
226	1	0.001	0.428	284
227	1	0.001	0.429	285
228	1	0.001	0.43	286
229	1	0.001	0.431	287
230	1	0.001	0.432	288
231	1	0.001	0.433	289
232	1	0.001	0.434	290
233	1	0.001	0.435	291
236	1	0.001	0.436	292
237	1	0.001	0.437	293
238	1	0.001	0.438	294
239	1	0.001	0.439	295
240	1	0.001	0.44	296
241	1	0.001	0.441	297
242	1	0.001	0.442	298
243	1	0.001	0.443	299
245	1	0.001	0.444	300
247	1	0.001	0.445	301
248	1	0.001	0.446	302
249	1	0.001	0.447	303
250	1	0.001	0.448	304
251	1	0.001	0.449	305
252	1	0.001	0.45	306
253	1	0.001	0.451	307
254	1	0.001	0.452	308
255	1	0.001	0.453	309
257	1	0.001	0.454	310
258	1	0.001	0.455	311
259	1	0.001	0.456	312
260	1	0.001	0.457	313
261	1	0.001	0.458	314
262	1	0.001	0.459	315
263	1	0.001	0.46	316
264	1	0.001	0.461	317
265	1	0.001	0.462	318
266	1	0.001	0.463	319
267	1	0.001	0.464	320
268	1	0.001	0.465	321
269	1	0.001	0.466	322
271	1	0.001	0.467	323
272	1	0.001	0.468	324
273	1	0.001	0.46900000000000003	325
274	1	0.001	0.47000000000000003	326
275	1	0.001	0.47100000000000003	327
276	1	0.001	0.47200000000000003	328
277	1	0.001	0.47300000000000003	329
278	1	0.001	0.47400000000000003	330
279	1	0.001	0.47500000000000003	331
280	1	0.001	0.47600000000000003	332
281	1	0.001	0.47700000000000004	333
282	1	0.001	0.478	334
283	1	0.001	0.479	335
284	1	0.001	0.48	336
285	1	0.001	0.481	337
286	1	0.001	0.482	338
289	1	0.001	0.483	339
290	1	0.001	0.484	340
291	1	0.001	0.485	341
292	1	0.001	0.486	342
293	1	0.001	0.487	343
295	1	0.001	0.488	344
296	1	0.001	0.489	345
298	1	0.001	0.49	346
299	1	0.001	0.491	347
301	1	0.001	0.492	348
302	1	0.001	0.493	349
304	1	0.001	0.494	350
305	1	0.001	0.495	351
306	1	0.001	0.496	352
307	1	0.001	0.497	353
309	1	0.001	0.498	354
310	1	0.001	0.499	355
311	1	0.001	0.5	356
312	1	0.001	0.501	357
313	1	0.001	0.502	358
314	1	0.001	0.503	359
315	1	0.001	0.504	360
316	1	0.001	0.505	361
317	1	0.001	0.506	362
318	1	0.001	0.507	363
319	1	0.001	0.508	364
320	1	0.001	0.509	365
321	1	0.001	0.51	366
322	1	0.001	0.511	367
323	1	0.001	0.512	368
324	1	0.001	0.513	369
325	1	0.001	0.514	370
326	1	0.001	0.515	371
327	1	0.001	0.516	372
328	1	0.001	0.517	373
329	1	0.001	0.518	374
330	1	0.001	0.519	375
331	1	0.001	0.52	376
332	1	0.001	0.521	377
333	1	0.001	0.522	378
334	1	0.001	0.523	379
335	1	0.001	0.524	380
336	1	0.001	0.525	381
337	1	0.001	0.526	382
338	1	0.001	0.527	383
339	1	0.001	0.528	384
340	1	0.001	0.529	385
341	1	0.001	0.53	386
342	1	0.001	0.531	387
343	1	0.001	0.532	388
344	1	0.001	0.533	389
345	1	0.001	0.534	390
346	1	0.001	0.535	391
347	1	0.001	0.536	392
348	1	0.001	0.537	393
349	1	0.001	0.538	394
350	1	0.001	0.539	395
351	1	0.001	0.54	396
352	1	0.001	0.541	397
354	1	0.001	0.542	398
355	1	0.001	0.543	399
356	1	0.001	0.544	400
358	1	0.001	0.545	401
359	1	0.001	0.546	402
360	1	0.001	0.547	403
361	1	0.001	0.548	404
362	1	0.001	0.549	405
363	1	0.001	0.55	406
365	1	0.001	0.551	407
366	1	0.001	0.552	408
367	1	0.001	0.553	409
368	1	0.001	0.554	410
369	1	0.001	0.555	411
370	1	0.001	0.556	412
371	1	0.001	0.557	413
372	1	0.001	0.558	414
373	1	0.001	0.559	415
374	1	0.001	0.56	416
375	1	0.001	0.561	417
376	1	0.001	0.562	418
378	1	0.001	0.5630000000000001	419
379	1	0.001	0.5640000000000001	420
380	1	0.001	0.5650000000000001	421
381	1	0.001	0.5660000000000001	422
382	1	0.001	0.5670000000000001	423
384	1	0.001	0.5680000000000001	424
385	1	0.001	0.5690000000000001	425
386	1	0.001	0.5700000000000001	426
387	1	0.001	0.5710000000000001	427
388	1	0.001	0.5720000000000001	428
389	1	0.001	0.5730000000000001	429
390	1	0.001	0.5740000000000001	430
391	1	0.001	0.575	431
392	1	0.001	0.576	432
394	1	0.001	0.577	433
395	1	0.001	0.578	434
396	1	0.001	0.579	435
397	1	0.001	0.58	436
398	1	0.001	0.581	437
399	1	0.001	0.582	438
400	1	0.001	0.583	439
401	1	0.001	0.584	440
402	1	0.001	0.585	441
403	1	0.001	0.586	442
404	1	0.001	0.587	443
405	1	0.001	0.588	444
406	1	0.001	0.589	445
407	1	0.001	0.59	446
408	1	0.001	0.591	447
409	1	0.001	0.592	448
410	1	0.001	0.593	449
411	1	0.001	0.594	450
412	1	0.001	0.595	451
413	1	0.001	0.596	452
414	1	0.001	0.597	453
415	1	0.001	0.598	454
416	1	0.001	0.599	455
417	1	0.001	0.6	456
418	1	0.001	0.601	457
419	1	0.001	0.602	458
420	1	0.001	0.603	459
421	1	0.001	0.604	460
422	1	0.001	0.605	461
423	1	0.001	0.606	462
424	1	0.001	0.607	463
425	1	0.001	0.608	464
426	1	0.001	0.609	465
427	1	0.001	0.61	466
428	1	0.001	0.611	467
429	1	0.001	0.612	468
430	1	0.001	0.613	469
431	1	0.001	0.614	470
432	1	0.001	0.615	471
434	1	0.001	0.616	472
435	1	0.001	0.617	473
436	1	0.001	0.618	474
437	1	0.001	0.619	475
438	1	0.001	0.62	476
439	1	0.001	0.621	477
440	1	0.001	0.622	478
441	1	0.001	0.623	479
442	1	0.001	0.624	480
443	1	0.001	0.625	481
444	1	0.001	0.626	482
445	1	0.001	0.627	483
446	1	0.001	0.628	484
447	1	0.001	0.629	485
448	1	0.001	0.63	486
449	1	0.001	0.631	487
450	1	0.001	0.632	488
451	1	0.001	0.633	489
452	1	0.001	0.634	490
453	1	0.001	0.635	491
454	1	0.001	0.636	492
455	1	0.001	0.637	493
456	1	0.001	0.638	494
457	1	0.001	0.639	495
458	1	0.001	0.64	496
459	1	0.001	0.641	497
460	1	0.001	0.642	498
461	1	0.001	0.643	499
462	1	0.001	0.644	500
463	1	0.001	0.645	501
464	1	0.001	0.646	502
466	1	0.001	0.647	503
467	1	0.001	0.648	504
468	1	0.001	0.649	505
469	1	0.001	0.65	506
470	1	0.001	0.651	507
471	1	0.001	0.652	508
472	1	0.001	0.653	509
473	1	0.001	0.654	510
474	1	0.001	0.655	511
475	1	0.001	0.656	512
476	1	0.001	0.657	513
477	1	0.001	0.658	514
478	1	0.001	0.659	515
479	1	0.001	0.66	516
480	1	0.001	0.661	517
481	1	0.001	0.662	518
482	1	0.001	0.663	519
483	1	0.001	0.664	520
484	1	0.001	0.665	521
485	1	0.001	0.666	522
486	1	0.001	0.667	523
487	1	0.001	0.668	524
488	1	0.001	0.669	525
489	1	0.001	0.67	526
490	1	0.001	0.671	527
491	1	0.001	0.672	528
494	1	0.001	0.673	529
495	1	0.001	0.674	530
496	1	0.001	0.675	531
498	1	0.001	0.676	532
499	1	0.001	0.677	533
500	1	0.001	0.678	534
501	1	0.001	0.679	535
503	1	0.001	0.68	536
504	1	0.001	0.681	537
505	1	0.001	0.682	538
506	1	0.001	0.683	539
507	1	0.001	0.684	540
508	1	0.001	0.685	541
509	1	0.001	0.686	542
510	1	0.001	0.687	543
511	1	0.001	0.6880000000000001	544
512	1	0.001	0.6890000000000001	545
513	1	0.001	0.6900000000000001	546
514	1	0.001	0.6910000000000001	547
515	1	0.001	0.6920000000000001	548
516	1	0.001	0.6930000000000001	549
517	1	0.001	0.6940000000000001	550
518	1	0.001	0.6950000000000001	551
519	1	0.001	0.6960000000000001	552
520	1	0.001	0.6970000000000001	553
521	1	0.001	0.6980000000000001	554
523	1	0.001	0.6990000000000001	555
524	1	0.001	0.7000000000000001	556
525	1	0.001	0.7010000000000001	557
526	1	0.001	0.702	558
527	1	0.001	0.703	559
529	1	0.001	0.704	560
531	1	0.001	0.705	561
532	1	0.001	0.706	562
534	1	0.001	0.707	563
536	1	0.001	0.708	564
537	1	0.001	0.709	565
540	1	0.001	0.71	566
541	1	0.001	0.711	567
542	1	0.001	0.712	568
543	1	0.001	0.713	569
544	1	0.001	0.714	570
545	1	0.001	0.715	571
547	1	0.001	0.716	572
548	1	0.001	0.717	573
549	1	0.001	0.718	574
550	1	0.001	0.719	575
552	1	0.001	0.72	576
553	1	0.001	0.721	577
554	1	0.001	0.722	578
555	1	0.001	0.723	579
556	1	0.001	0.724	580
557	1	0.001	0.725	581
558	1	0.001	0.726	582
559	1	0.001	0.727	583
560	1	0.001	0.728	584
561	1	0.001	0.729	585
562	1	0.001	0.73	586
563	1	0.001	0.731	587
565	1	0.001	0.732	588
566	1	0.001	0.733	589
568	1	0.001	0.734	590
569	1	0.001	0.735	591
570	1	0.001	0.736	592
571	1	0.001	0.737	593
572	1	0.001	0.738	594
573	1	0.001	0.739	595
574	1	0.001	0.74	596
575	1	0.001	0.741	597
576	1	0.001	0.742	598
577	1	0.001	0.743	599
578	1	0.001	0.744	600
579	1	0.001	0.745	601
580	1	0.001	0.746	602
581	1	0.001	0.747	603
582	1	0.001	0.748	604
583	1	0.001	0.749	605
584	1	0.001	0.75	606
586	1	0.001	0.751	607
587	1	0.001	0.752	608
588	1	0.001	0.753	609
589	1	0.001	0.754	610
590	1	0.001	0.755	611
591	1	0.001	0.756	612
592	1	0.001	0.757	613
593	1	0.001	0.758	614
594	1	0.001	0.759	615
595	1	0.001	0.76	616
596	1	0.001	0.761	617
597	1	0.001	0.762	618
598	1	0.001	0.763	619
599	1	0.001	0.764	620
600	1	0.001	0.765	621
601	1	0.001	0.766	622
602	1	0.001	0.767	623
603	1	0.001	0.768	624
604	1	0.001	0.769	625
605	1	0.001	0.77	626
606	1	0.001	0.771	627
607	1	0.001	0.772	628
608	1	0.001	0.773	629
609	1	0.001	0.774	630
610	1	0.001	0.775	631
611	1	0.001	0.776	632
612	1	0.001	0.777	633
613	1	0.001	0.778	634
614	1	0.001	0.779	635
615	1	0.001	0.78	636
616	1	0.001	0.781	637
617	1	0.001	0.782	638
618	1	0.001	0.783	639
619	1	0.001	0.784	640
620	1	0.001	0.785	641
621	1	0.001	0.786	642
622	1	0.001	0.787	643
623	1	0.001	0.788	644
624	1	0.001	0.789	645
625	1	0.001	0.79	646
626	1	0.001	0.791	647
627	1	0.001	0.792	648
628	1	0.001	0.793	649
629	1	0.001	0.794	650
630	1	0.001	0.795	651
631	1	0.001	0.796	652
632	1	0.001	0.797	653
633	1	0.001	0.798	654
634	1	0.001	0.799	655
635	1	0.001	0.8	656
636	1	0.001	0.801	657
637	1	0.001	0.802	658
638	1	0.001	0.803	659
639	1	0.001	0.804	660
640	1	0.001	0.805	661
641	1	0.001	0.806	662
642	1	0.001	0.807	663
643	1	0.001	0.808	664
644	1	0.001	0.809	665
645	1	0.001	0.81	666
646	1	0.001	0.811	667
647	1	0.001	0.812	668
648	1	0.001	0.8130000000000001	669
649	1	0.001	0.8140000000000001	670
650	1	0.001	0.8150000000000001	671
651	1	0.001	0.8160000000000001	672
652	1	0.001	0.8170000000000001	673
653	1	0.001	0.8180000000000001	674
654	1	0.001	0.8190000000000001	675
655	1	0.001	0.8200000000000001	676
656	1	0.001	0.8210000000000001	677
657	1	0.001	0.8220000000000001	678
658	1	0.001	0.8230000000000001	679
659	1	0.001	0.8240000000000001	680
660	1	0.001	0.8250000000000001	681
661	1	0.001	0.8260000000000001	682
662	1	0.001	0.8270000000000001	683
663	1	0.001	0.8280000000000001	684
664	1	0.001	0.8290000000000001	685
665	1	0.001	0.8300000000000001	686
666	1	0.001	0.831	687
667	1	0.001	0.832	688
668	1	0.001	0.833	689
669	1	0.001	0.834	690
670	1	0.001	0.835	691
671	1	0.001	0.836	692
672	1	0.001	0.837	693
673	1	0.001	0.838	694
674	1	0.001	0.839	695
675	1	0.001	0.84	696
676	1	0.001	0.841	697
677	1	0.001	0.842	698
678	1	0.001	0.843	699
679	1	0.001	0.844	700
680	1	0.001	0.845	701
681	1	0.001	0.846	702
682	1	0.001	0.847	703
683	1	0.001	0.848	704
684	1	0.001	0.849	705
685	1	0.001	0.85	706
686	1	0.001	0.851	707
687	1	0.001	0.852	708
688	1	0.001	0.853	709
689	1	0.001	0.854	710
690	1	0.001	0.855	711
691	1	0.001	0.856	712
692	1	0.001	0.857	713
693	1	0.001	0.858	714
694	1	0.001	0.859	715
695	1	0.001	0.86	716
696	1	0.001	0.861	717
697	1	0.001	0.862	718
698	1	0.001	0.863	719
699	1	0.001	0.864	720
700	1	0.001	0.865	721
701	1	0.001	0.866	722
702	1	0.001	0.867	723
703	1	0.001	0.868	724
705	1	0.001	0.869	725
706	1	0.001	0.87	726
707	1	0.001	0.871	727
708	1	0.001	0.872	728
709	1	0.001	0.873	729
710	1	0.001	0.874	730
711	1	0.001	0.875	731
712	1	0.001	0.876	732
713	1	0.001	0.877	733
714	1	0.001	0.878	734
715	1	0.001	0.879	735
716	1	0.001	0.88	736
717	1	0.001	0.881	737
718	1	0.001	0.882	738
719	1	0.001	0.883	739
720	1	0.001	0.884	740
722	1	0.001	0.885	741
723	1	0.001	0.886	742
724	1	0.001	0.887	743
725	1	0.001	0.888	744
726	1	0.001	0.889	745
727	1	0.001	0.89	746
728	1	0.001	0.891	747
730	1	0.001	0.892	748
731	1	0.001	0.893	749
732	1	0.001	0.894	750
733	1	0.001	0.895	751
735	1	0.001	0.896	752
736	1	0.001	0.897	753
738	1	0.001	0.898	754
739	1	0.001	0.899	755
740	1	0.001	0.9	756
742	1	0.001	0.901	757
743	1	0.001	0.902	758
744	1	0.001	0.903	759
745	1	0.001	0.904	760
746	1	0.001	0.905	761
748	1	0.001	0.906	762
749	1	0.001	0.907	763
750	1	0.001	0.908	764
751	1	0.001	0.909	765
752	1	0.001	0.91	766
753	1	0.001	0.911	767
755	1	0.001	0.912	768
756	1	0.001	0.913	769
757	1	0.001	0.914	770
758	1	0.001	0.915	771
759	1	0.001	0.916	772
760	1	0.001	0.917	773
761	1	0.001	0.918	774
762	1	0.001	0.919	775
763	1	0.001	0.92	776
764	1	0.001	0.921	777
765	1	0.001	0.922	778
766	1	0.001	0.923	779
767	1	0.001	0.924	780
768	1	0.001	0.925	781
769	1	0.001	0.926	782
770	1	0.001	0.927	783
772	1	0.001	0.928	784
773	1	0.001	0.929	785
774	1	0.001	0.93	786
775	1	0.001	0.931	787
776	1	0.001	0.932	788
778	1	0.001	0.933	789
779	1	0.001	0.934	790
782	1	0.001	0.935	791
783	1	0.001	0.936	792
784	1	0.001	0.937	793
785	1	0.001	0.9380000000000001	794
786	1	0.001	0.9390000000000001	795
787	1	0.001	0.9400000000000001	796
789	1	0.001	0.9410000000000001	797
790	1	0.001	0.9420000000000001	798
791	1	0.001	0.9430000000000001	799
794	1	0.001	0.9440000000000001	800
795	1	0.001	0.9450000000000001	801
796	1	0.001	0.9460000000000001	802
798	1	0.001	0.9470000000000001	803
799	1	0.001	0.9480000000000001	804
800	1	0.001	0.9490000000000001	805
802	1	0.001	0.9500000000000001	806
803	1	0.001	0.9510000000000001	807
804	1	0.001	0.9520000000000001	808
805	1	0.001	0.9530000000000001	809
806	1	0.001	0.9540000000000001	810
807	1	0.001	0.9550000000000001	811
808	1	0.001	0.9560000000000001	812
809	1	0.001	0.9570000000000001	813
810	1	0.001	0.958	814
812	1	0.001	0.959	815
813	1	0.001	0.96	816
814	1	0.001	0.961	817
815	1	0.001	0.962	818
816	1	0.001	0.963	819
817	1	0.001	0.964	820
818	1	0.001	0.965	821
819	1	0.001	0.966	822
820	1	0.001	0.967	823
821	1	0.001	0.968	824
822	1	0.001	0.969	825
823	1	0.001	0.97	826
824	1	0.001	0.971	827
825	1	0.001	0.972	828
826	1	0.001	0.973	829
827	1	0.001	0.974	830
828	1	0.001	0.975	831
829	1	0.001	0.976	832
830	1	0.001	0.977	833
831	1	0.001	0.978	834
832	1	0.001	0.979	835
833	1	0.001	0.98	836
834	1	0.001	0.981	837
835	1	0.001	0.982	838
838	1	0.001	0.983	839
839	1	0.001	0.984	840
840	1	0.001	0.985	841
841	1	0.001	0.986	842
842	1	0.001	0.987	843
843	1	0.001	0.988	844
844	1	0.001	0.989	845
845	1	0.001	0.99	846
846	1	0.001	0.991	847
847	1	0.001	0.992	848
848	1	0.001	0.993	849
849	1	0.001	0.994	850
850	1	0.001	0.995	851
851	1	0.001	0.996	852
852	1	0.001	0.997	853
853	1	0.001	0.998	854
855	1	0.001	0.999	855
856	1	0.001	1	856
