clone_id	n_seq	freq	rank
1	1	0.03333333333333333	1
2	1	0.03333333333333333	2
3	1	0.03333333333333333	3
4	1	0.03333333333333333	4
5	1	0.03333333333333333	5
6	1	0.03333333333333333	6
7	1	0.03333333333333333	7
8	1	0.03333333333333333	8
9	1	0.03333333333333333	9
10	1	0.03333333333333333	10
11	1	0.03333333333333333	11
12	1	0.03333333333333333	12
13	1	0.03333333333333333	13
14	1	0.03333333333333333	14
15	1	0.03333333333333333	15
16	1	0.03333333333333333	16
17	1	0.03333333333333333	17
18	1	0.03333333333333333	18
19	1	0.03333333333333333	19
20	1	0.03333333333333333	20
21	1	0.03333333333333333	21
22	1	0.03333333333333333	22
23	1	0.03333333333333333	23
24	1	0.03333333333333333	24
25	1	0.03333333333333333	25
26	1	0.03333333333333333	26
27	1	0.03333333333333333	27
28	1	0.03333333333333333	28
29	1	0.03333333333333333	29
30	1	0.03333333333333333	30
