sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
B12800seq	B	12800	11060	10057.861314054155	9.216109828016261	8001.407132388861	1.2497801742297355e-4	4989.915844322313	2956.5868130738463	83200.06151645207	98271.900775879	0.12753272649122674	0.9897977080235648	9.64815551029868	4661
