richness	q1	shannon	q2	simpson	q3	d3	q4	d4	chao1	ace	gini	pielou	basharin	d50	sample_id	escenario	size
397.09	396.7423440736415	5.983287062619559	396.1958030467814	0.002524004525817563	395.32247196982473	6.353059022444318e-6	393.9174888070541	1.6360034380349544e-8	26468	39799.99999999996	0.004974874371859343	0.9996794545449689	6.480783075302382	198	B_400seq	B	400
