sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
C6400seq	C	6400	5613	5080.6158689920185	8.53318776727782	3966.5120155038762	2.521106695482851e-4	2536.3263561979616	1653.0100044238293	61733.38271604938	70682.34797092492	0.11750275827221301	0.9884547806807542	8.971747131242896	2414
