richness	q1	shannon	q2	simpson	q3	d3	q4	d4	chao1	ace	gini	pielou	basharin	d50	sample_id	escenario	size
1539.15	1538.8226569479011	7.3387728945466515	1538.3040140408375	6.500665608829731e-4	1537.4634875437907	4.2230172548467413e-7	1536.076475983913	2.7590621613694117e-10	26125.066666666666	25602.680246582724	0.03637662337662337	0.9977681065047367	7.804094128967055	740	B_1600seq	B	1600
