richness	q1	shannon	q2	simpson	q3	d3	q4	d4	chao1	gini	pielou	basharin	d50	sample_id
99.02	98.6578492619457	4.59165779607422	98.10612140356868	0.010193043876298062	97.27106773693241	1.0273932610760944e-4	96.0439030792714	1.1287313760115863e-6	5050	0	0.9999999999999998	5.100170185988091	50	C_100seq
