richness	q1	shannon	q2	simpson	q3	d3	q4	d4	chao1	gini	sample_id
28.9	28.5438659040608	3.3514420585187388	28.05677244582043	0.03564201840860595	27.42716921407011	0.0012273669232084829	26.675076300550067	5.2684515312416876e-5	465	0	A_30seq
