richness	q1	shannon	q2	simpson	q3	d3	q4	d4	chao1	ace	gini	pielou	basharin	d50	sample_id	escenario	size
372.09	371.743265441482	5.918203469349626	371.19956374222227	0.0026939686833642	370.3346937983799	7.236253638777771e-6	368.95422444295775	1.9910517046212344e-8	4538.4	5294.981309606721	0.06489276139410183	0.9935036010422694	6.348109483770322	173	A_400seq	A	400
