sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
E6400seq	E	6400	6400	2.7613412709341354	1.015607024384302	1.735496513054182	0.4237960189040264	1.5492360619396515	1.479009357899189	6856.6212723658055	7042.467636221839	0.9995535615816147	0.11588325551789869	1.0156077522412923	1
