sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
B200seq	B	200	198	197.24663376911073	5.284454893771036	196.078431372549	0.0051	194.25717247145283	191.45279541171115	6568	9899.99999999999	0.009898989898989938	0.9992790440165809	5.7769544229368375	98
