sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
C25600seq	C	25600	22931	20619.26243919279	9.933980987735913	13958.479972728825	7.16410384192072e-5	6140.9467344193145	3299.539989251642	350702.3157894737	414448.7269227897	0.10120475370545895	0.9894143563975344	10.38188408103113	10133
