sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
A100seq	A	100	97	95.92654189848622	4.563582710004209	94.33962264150944	0.0106	92.05746178983233	88.96869462931242	1189.75	1616.6666666666652	0.02907216494845354	0.9975671417492413	5.043581355154494	47
A200seq	A	200	175	156.3259723612091	5.051943393560094	117.6470588235294	0.0085	75.11157661886796	52.38829791721288	2084.4285714285716	3176.9991934983545	0.12045714285714293	0.9781481373614485	5.48692578026382	75
A400seq	A	400	373	358.9254821576843	5.883114796351114	331.9502074688797	0.0030125	284.62722678592803	226.6752442705519	4538.4	5294.981309606721	0.06489276139410183	0.9935036010422694	6.348109483770322	173
A800seq	A	800	692	628.4339544366765	6.443230938080029	502.3547880690737	0.001990625	338.1371873678172	230.55568619779567	4985.608695652174	6195.5144349808015	0.12697976878612718	0.9852637071841123	6.87509170208102	292
A1600seq	A	1600	1268	1034.5615064954286	6.941732950706195	608.6543033761294	0.00164296875	316.4132187349683	211.71659081572497	7662.285714285715	9464.896316742124	0.19459384858044154	0.9715198579871446	7.337637434362746	468
A3200seq	A	3200	2225	1456.1529961043982	7.283553302978174	435.226113566814	0.0022976562500000002	170.92972100851065	109.9669127866342	12846.60465116279	14043.546638555537	0.28623174157303366	0.9449839884706289	7.63097561483944	625
A6400seq	A	6400	3486	1276.2592971069844	7.151688654159088	136.32067308332336	0.007335644531249999	51.163079206321	33.90385888063642	18302.71034482759	20776.95423318869	0.43471959265633964	0.8767829222316165	7.423754496234456	420
A12800seq	A	12800	5244	717.0397657245004	6.575131300323208	51.494028883787436	0.01941972732910094	27.35067350285986	20.963380309104643	26858.90022172949	32628.374011225133	0.5745284764035427	0.7676428353019605	6.77955863154998	107
A25600seq	A	25600	7352	347.3474999626066	5.85032571965396	31.449057958287383	0.03179745483398438	19.450519641806842	15.71300286093126	38993.367479674795	45814.50606973679	0.7022751143396354	0.6570818709448278	5.993395168746738	14
A51200seq	A	51200	9929	182.94889447622006	5.209206848682378	25.589335032485828	0.039078780231314864	17.394355961415478	14.460309332763522	60975.26731301939	71855.47236016605	0.7996039887183612	0.5659645279867556	5.305652066235025	9
A102400seq	A	102400	13258	114.3519688074274	4.739281137700786	22.959375786019958	0.04355519110449437	16.4046300594638	13.84297926720642	87704.2527593819	102088.37216579041	0.866383481555052	0.49922386465055	4.803548625391447	8
B100seq	B	100	97	96.26596550825703	4.567114834822552	95.15533980582524	0.010509131721252934	93.49562787870046	91.11272152375406	1585.3333333333333	2400.7499999999977	0.019785483703009452	0.9983393322345865	5.051962388293784	48
B200seq	B	200	198	197.24663376911073	5.284454893771036	196.078431372549	0.0051	194.25717247145283	191.45279541171115	6568.0	9899.99999999999	0.009898989898989938	0.9992790440165809	5.7769544229368375	98
B400seq	B	400	398	397.23709264489395	5.984533313120282	396.039603960396	0.0025250000000000003	394.13171126571723	391.07981292532577	26468.0	39799.99999999996	0.004974874371859343	0.9996794545449689	6.480783075302382	198
B800seq	B	800	788	783.5367857964782	6.66381801129569	776.6990291262135	0.0012875	766.2610281769211	750.7491748773576	23918.76923076923	26266.666666666642	0.014771573604060896	0.9991482451107694	7.155692312251129	388
B1600seq	B	1600	1540	1514.9818024743347	7.323158706303234	1474.6543778801843	0.000678125	1411.4594924519388	1321.4595185040694	26125.066666666666	25602.680246582724	0.03637662337662337	0.9977681065047367	7.804094128967055	740
B3200seq	B	3200	2987	2884.73561701093	7.967188534192144	2706.131078224101	0.00036953125	2418.972627259054	2057.4271922852577	36345.625	37429.55319994768	0.06381109809173091	0.9956459873325166	8.433746400792081	1387
B6400seq	B	6400	5686	5300.21752126096	8.575503140445374	4519.059816797263	0.00022128496646205438	3244.1031570790615	2156.607742479307	46017.452662721895	52680.65164249751	0.10497449560823817	0.9918724052859772	9.0197030731237	2487
B12800seq	B	12800	10257	8644.797672455417	9.06471299384761	5490.740998994302	0.00018212478064129461	2686.534495389531	1574.9551082268608	62041.67302798982	73242.53662563505	0.1846516551505509	0.9814817199599497	9.465373716444894	3858
B25600seq	B	25600	17507	11603.625908668104	9.359072906585483	3843.9052804505977	0.0002601520919586177	1495.296005381065	927.7599948466229	97732.9741193386	112565.576660451	0.29555545450875076	0.9578976392581455	9.700968518600307	4709
B51200seq	B	51200	27799	11795.599508663192	9.375481817906039	1877.894844840828	0.0005325111801373313	717.8640889619112	456.64043759954546	147505.60321715818	164860.09296204388	0.43215965251161287	0.916207272604573	9.646810903719485	3426
B102400seq	B	102400	42258	9255.723540555453	9.132997400293856	937.7291782979571	0.001066405976419619	407.49962907236375	273.5340189089185	219133.47616262065	243487.6897937269	0.5635921425505969	0.857407978867311	9.33907219784488	1564
C100seq	C	100	100	100.00000000006726	4.605170185988764	100.0	0.01	99.99999999999999	99.99999999999997	5050.0	NA	0.0	0.9999999999999998	5.100170185988091	50
C200seq	C	200	198	197.24663376911073	5.284454893771036	196.078431372549	0.0051	194.25717247145283	191.45279541171115	6568.0	9899.99999999999	0.009898989898989938	0.9992790440165809	5.7769544229368375	98
C400seq	C	400	398	397.23709264489395	5.984533313120282	396.039603960396	0.0025250000000000003	394.13171126571723	391.07981292532577	26468.0	39799.99999999996	0.004974874371859343	0.9996794545449689	6.480783075302382	198
C800seq	C	800	796	794.474185292119	6.6776804936831615	792.079207920792	0.0012625000000000002	788.2634225314345	782.1596258506515	63443.2	79599.99999999993	0.004974874371859343	0.9997127177950854	7.1745552558623285	396
C1600seq	C	1600	1587	1581.0456261022514	7.365841695807766	1570.5521472392638	0.00063671875	1551.3157298039027	1515.7239181637533	125697.0	131081.05065666017	0.008075771896660417	0.9994898618928065	7.861466206364069	787
C3200seq	C	3200	3156	3135.3260611674823	8.050488454410681	3093.655589123867	0.0003232421875	2993.7937262399228	2742.044629888621	130953.0	158628.88390828035	0.013598700887198991	0.9991841789439989	8.543456312211939	1556
C6400seq	C	6400	6197	6098.892986436611	8.715862556059001	5918.797570850203	0.00016895323552286237	5587.086216871517	5046.739216571655	149801.56692913387	154109.6932808561	0.030766482768563246	0.9981721843771668	9.200074241702549	2998
C12800seq	C	12800	12067	11621.150837746789	9.360582064894837	10623.219872875861	0.00009413341830128998	8589.691015927316	6165.007689988297	211728.12759643918	254817.1114423615	0.05557007960955822	0.9959935880799257	9.831978334971781	5668
C25600seq	C	25600	22931	20619.26243919279	9.933980987735913	13958.479972728825	0.0000716410384192072	6140.946734419314	3299.539989251642	350702.3157894737	414448.7269227897	0.10120475370545895	0.9894143563975344	10.38188408103113	10133
C51200seq	C	51200	42484	32769.80515629337	10.397262795880048	9806.550195874475	0.00010197265909276544	2531.5709276917505	1300.3073564816964	567588.9172733289	682276.8350060002	0.16572942591468842	0.9756333086807106	10.812123405278372	16887
C102400seq	C	102400	75892	42339.951578915425	10.653486401063153	4546.721146914851	0.00021993871356692807	1278.334224032052	733.2167757586303	986389.6820662059	1182011.3252162791	0.2535773158803169	0.9480546157713525	11.023965009203822	24699
D100seq	D	100	99	98.62331688445089	4.591307713210032	98.0392156862745	0.0102	97.12858623572642	95.72639770585558	2475.5	4949.999999999995	0.009898989898989938	0.9991702919875777	5.081307242376893	49
D200seq	D	200	196	194.02297467279877	5.267976578199953	190.47619047619045	0.00525	184.11492357966466	173.56661168871247	6372.0	7844.508255563518	0.019744897959183695	0.9980789692383872	5.755475238606816	96
D400seq	D	400	363	334.0074791635807	5.8111633854313185	274.914089347079	0.0036375	200.37605799424972	149.88932368061944	9038.142857142857	8996.701673445445	0.0902479338842975	0.9858760829487421	6.263650777566994	163
D800seq	D	800	741	710.7522417551883	6.566323904596045	650.4065040650406	0.0015375	537.5305125467166	401.3422919391942	7691.085714285714	9495.965112099475	0.07047233468286103	0.9936921096315852	7.0288180817973025	341
D1600seq	D	1600	1431	1333.3428167104794	7.195444463941484	1133.746678476528	0.00088203125	821.4585011993919	562.8284200849728	13320.202702702703	15289.413462841203	0.10037211740041924	0.990270665298311	7.642309180674571	631
D3200seq	D	3200	2629	2168.386366123408	7.681738559838013	1260.1525966034949	0.0007935546875000001	626.5858364603058	404.5356837990232	21933.704697986577	29740.589649104695	0.17060788322556097	0.9755341926171476	8.092331278460575	1029
D6400seq	D	6400	4561	2995.969779253542	8.005023257554708	921.530932012607	0.0010851507695091884	366.16400799543555	230.6702410284313	29019.715596330276	33570.300264637684	0.27280950477905724	0.9501084483173728	8.36130739010421	1362
D12800seq	D	12800	7454	2806.902847105348	7.939836964827872	319.3438481869284	0.0031314208984375	134.40436517815576	92.68839955898274	43597.66027874564	52000.356588946044	0.40238039140059023	0.8904425329884799	8.23076907181729	1054
D25600seq	D	25600	11587	2008.0965067325917	7.60494254077853	155.60528908405445	0.006426516771289328	77.80835116688584	57.34251650652912	69641.58885017422	82241.57286950525	0.5341205420633067	0.812661489926383	7.830890802139677	395
D51200seq	D	51200	16721	1085.548255607075	6.9898404430581085	97.5676861360272	0.010249295023823943	57.171342472791316	44.380560633585524	106613.0663265306	120992.687139658	0.6641080011189461	0.7187443587830784	7.152666523204048	48
D102400seq	D	102400	23474	614.6848775115188	6.4211097421974905	76.08630651242913	0.01314296942297553	49.142807256888254	39.506600429217954	163392.43876882776	196555.90902008026	0.7645600545352711	0.6379994845409241	6.535227018390762	29
E100seq	E	100	100	100.00000000006726	4.605170185988764	100.0	0.01	99.99999999999999	99.99999999999997	5050.0	NA	0.0	0.9999999999999998	5.100170185988091	50
E200seq	E	200	199	199.00000000009675	5.293304824724979	199.0	0.005025125628140704	199.0	198.99999999999994	19900.0	NA	0.0	1.0	5.790792261910422	100
E400seq	E	400	399	398.61615276948874	5.9879989307145	398.00995024875624	0.0025125	397.0333335883721	395.4393419370464	39900.5	79799.99999999993	0.0024937343358396105	0.9998392700140016	6.485498811205182	199
E800seq	E	800	798	797.2323055408905	6.681146111276845	796.0199004975125	0.00125625	794.0666671767442	790.8786838740928	106268.0	159599.99999999985	0.0024937343358396105	0.9998559428254356	7.179270991765128	398
E1600seq	E	1600	1594	1591.7041014233616	7.372560483189014	1588.0893300248138	0.0006296875	1582.298164589276	1572.9416579532322	181605.14285714287	212533.3333333347	0.0037358845671266795	0.9998045084604015	7.870372804373674	794
E3200seq	E	3200	3185	3179.2737114643164	8.064408057067372	3170.2786377708976	0.0003154296875	3155.9275054178424	3132.914273956077	317114.0625	339733.33333333256	0.004665423861852433	0.9997768797763975	8.561907833970068	1585
E6400seq	E	6400	6329	6299.269311594023	8.748188923366495	6248.6191057530905	0.00016003535870498205	6158.296132903138	5993.155952401151	333362.0	343178.58759693784	0.010837429641634757	0.9994619832731405	9.242640577663828	3130
E12800seq	E	12800	12466	12230.495360071962	9.411687731546326	11537.672865595943	0.00008667259088112029	9220.818273900737	5606.591340484211	520469.0608108108	629540.5127124111	0.025656082403177138	0.9979773130320556	9.89867489629099	6067
E25600seq	E	25600	24359	23357.276038011205	10.058663822181078	20255.85011130349	0.00004936845378027181	13039.412938594485	7432.146406824059	672150.0783410139	798692.4871841606	0.04754981004083959	0.9958418759172998	10.534473420160575	11561
E51200seq	E	51200	46910	42176.72810750439	10.64962388126363	23388.636891054804	0.000042755805079964235	6413.024184612995	2918.2641261649533	1108341.6459627328	1303182.7036175486	0.08220583246009946	0.9901093984457854	11.107788170397516	21315
E102400seq	E	102400	88160	66485.14548768557	11.104733825566754	11127.131665148781	0.00008987042034670028	2345.293258815943	1195.2442971653525	1905884.6914893617	2327590.929185343	0.1370939095982915	0.9752134396977635	11.535189054829003	36967
