sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
B6400seq	B	6400	4848	3605.0209274359804	8.190082854816202	1653.7467700258396	6.046875000000001e-4	762.4638341692897	495.28502504147787	36835.32081911263	43760.287672207196	0.23064163056930698	0.9650862884545098	8.568704420847032	1648
