sample_id	condition	size	richness	d1	shannon	d2	simpson	d3	d4	chao1	ace	gini	pielou	basharin	d50
C800seq	C	800	547	408.22146039048346	6.011809822218915	249.60998439937595	0.00400625	159.14293600388515	119.40536717114733	3788	3334.4657596688203	0.2893784277879341	0.9535756846829778	6.35301908331832	147
